ID,Wort (Deutsch),Artikel,Plural,Wortart,Bedeutung (Indonesisch),Niveau,Thema (Netzwerk Neu),Beispielsatz (Deutsch),Beispielsatz (Indonesisch)
"wort-4263","nachführen","","","Verb","memimpin / mengarahkan (nach-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'nachführen' berarti memimpin / mengarahkan (menuju/sesudah)."
"wort-4264","vorführen","","","Verb","memimpin / mengarahkan (vor-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'vorführen' berarti memimpin / mengarahkan (di depan/sebelum)."
"wort-4265","zuführen","","","Verb","memimpin / mengarahkan (zu-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'zuführen' berarti memimpin / mengarahkan (menutup/ke arah)."
"wort-4266","überführen","","","Verb","memimpin / mengarahkan (über-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'überführen' berarti memimpin / mengarahkan (melalui/melebihi)."
"wort-4267","unterführen","","","Verb","memimpin / mengarahkan (unter-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'unterführen' berarti memimpin / mengarahkan (di bawah)."
"wort-4268","verführen","","","Verb","memimpin / mengarahkan (ver-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'verführen' berarti memimpin / mengarahkan (proses perubahan)."
"wort-4269","entführen","","","Verb","memimpin / mengarahkan (ent-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'entführen' berarti memimpin / mengarahkan (melepaskan diri)."
"wort-4270","beführen","","","Verb","memimpin / mengarahkan (be-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'beführen' berarti memimpin / mengarahkan (mengenai objek)."
"wort-4271","zerführen","","","Verb","memimpin / mengarahkan (zer-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'zerführen' berarti memimpin / mengarahkan (menghancurkan)."
"wort-4272","wiederführen","","","Verb","memimpin / mengarahkan (wieder-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederführen' sehr häufig: Gute Gewohnheiten führen zum Erfolg.","Dalam bahasa Jerman kata 'wiederführen' berarti memimpin / mengarahkan (kembali/ulang)."
"wort-4273","anleben","","","Verb","hidup (an-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'anleben' berarti hidup (pada/ke)."
"wort-4274","ableben","","","Verb","hidup (ab-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ableben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'ableben' berarti hidup (mulai dari/melepaskan)."
"wort-4275","aufleben","","","Verb","hidup (auf-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'aufleben' berarti hidup (ke atas/terbuka)."
"wort-4276","ausleben","","","Verb","hidup (aus-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'ausleben' berarti hidup (keluar/dari)."
"wort-4277","beileben","","","Verb","hidup (bei-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beileben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'beileben' berarti hidup (pada/di dekat)."
"wort-4278","einleben","","","Verb","hidup (ein-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'einleben' berarti hidup (ke dalam/memasuki)."
"wort-4279","mitleben","","","Verb","hidup (mit-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'mitleben' berarti hidup (bersama/turut)."
"wort-4280","nachleben","","","Verb","hidup (nach-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'nachleben' berarti hidup (menuju/sesudah)."
"wort-4281","vorleben","","","Verb","hidup (vor-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'vorleben' berarti hidup (di depan/sebelum)."
"wort-4282","zuleben","","","Verb","hidup (zu-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'zuleben' berarti hidup (menutup/ke arah)."
"wort-4283","überleben","","","Verb","hidup (über-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'überleben' berarti hidup (melalui/melebihi)."
"wort-4284","unterleben","","","Verb","hidup (unter-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'unterleben' berarti hidup (di bawah)."
"wort-4285","verleben","","","Verb","hidup (ver-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'verleben' berarti hidup (proses perubahan)."
"wort-4286","entleben","","","Verb","hidup (ent-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'entleben' berarti hidup (melepaskan diri)."
"wort-4287","beleben","","","Verb","hidup (be-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'beleben' berarti hidup (mengenai objek)."
"wort-4288","zerleben","","","Verb","hidup (zer-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'zerleben' berarti hidup (menghancurkan)."
"wort-4289","wiederleben","","","Verb","hidup (wieder-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederleben' sehr häufig: Er lebt seit vielen Jahren zufrieden in Heidelberg.","Dalam bahasa Jerman kata 'wiederleben' berarti hidup (kembali/ulang)."
"wort-4290","annehmen","","","Verb","mengambil (an-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'annehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'annehmen' berarti mengambil (pada/ke)."
"wort-4291","abnehmen","","","Verb","mengambil (ab-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'abnehmen' berarti mengambil (mulai dari/melepaskan)."
"wort-4292","aufnehmen","","","Verb","mengambil (auf-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'aufnehmen' berarti mengambil (ke atas/terbuka)."
"wort-4293","ausnehmen","","","Verb","mengambil (aus-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'ausnehmen' berarti mengambil (keluar/dari)."
"wort-4294","beinehmen","","","Verb","mengambil (bei-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beinehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'beinehmen' berarti mengambil (pada/di dekat)."
"wort-4295","einnehmen","","","Verb","mengambil (ein-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'einnehmen' berarti mengambil (ke dalam/memasuki)."
"wort-4296","mitnehmen","","","Verb","mengambil (mit-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'mitnehmen' berarti mengambil (bersama/turut)."
"wort-4297","nachnehmen","","","Verb","mengambil (nach-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'nachnehmen' berarti mengambil (menuju/sesudah)."
"wort-4298","vornehmen","","","Verb","mengambil (vor-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vornehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'vornehmen' berarti mengambil (di depan/sebelum)."
"wort-4299","zunehmen","","","Verb","mengambil (zu-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zunehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'zunehmen' berarti mengambil (menutup/ke arah)."
"wort-4300","übernehmen","","","Verb","mengambil (über-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'übernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'übernehmen' berarti mengambil (melalui/melebihi)."
"wort-4301","unternehmen","","","Verb","mengambil (unter-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unternehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'unternehmen' berarti mengambil (di bawah)."
"wort-4302","vernehmen","","","Verb","mengambil (ver-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'vernehmen' berarti mengambil (proses perubahan)."
"wort-4303","entnehmen","","","Verb","mengambil (ent-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entnehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'entnehmen' berarti mengambil (melepaskan diri)."
"wort-4304","benehmen","","","Verb","mengambil (be-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'benehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'benehmen' berarti mengambil (mengenai objek)."
"wort-4305","zernehmen","","","Verb","mengambil (zer-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'zernehmen' berarti mengambil (menghancurkan)."
"wort-4306","wiedernehmen","","","Verb","mengambil (wieder-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedernehmen' sehr häufig: Er nimmt den Rat dankbar an.","Dalam bahasa Jerman kata 'wiedernehmen' berarti mengambil (kembali/ulang)."
"wort-4307","angeben","","","Verb","memberikan (an-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'angeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'angeben' berarti memberikan (pada/ke)."
"wort-4308","abgeben","","","Verb","memberikan (ab-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'abgeben' berarti memberikan (mulai dari/melepaskan)."
"wort-4309","aufgeben","","","Verb","memberikan (auf-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'aufgeben' berarti memberikan (ke atas/terbuka)."
"wort-4310","ausgeben","","","Verb","memberikan (aus-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'ausgeben' berarti memberikan (keluar/dari)."
"wort-4311","beigeben","","","Verb","memberikan (bei-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beigeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'beigeben' berarti memberikan (pada/di dekat)."
"wort-4312","eingeben","","","Verb","memberikan (ein-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'eingeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'eingeben' berarti memberikan (ke dalam/memasuki)."
"wort-4313","mitgeben","","","Verb","memberikan (mit-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'mitgeben' berarti memberikan (bersama/turut)."
"wort-4314","nachgeben","","","Verb","memberikan (nach-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'nachgeben' berarti memberikan (menuju/sesudah)."
"wort-4315","vorgeben","","","Verb","memberikan (vor-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'vorgeben' berarti memberikan (di depan/sebelum)."
"wort-4316","zugeben","","","Verb","memberikan (zu-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zugeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'zugeben' berarti memberikan (menutup/ke arah)."
"wort-4317","übergeben","","","Verb","memberikan (über-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'übergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'übergeben' berarti memberikan (melalui/melebihi)."
"wort-4318","untergeben","","","Verb","memberikan (unter-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'untergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'untergeben' berarti memberikan (di bawah)."
"wort-4319","vergeben","","","Verb","memberikan (ver-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'vergeben' berarti memberikan (proses perubahan)."
"wort-4320","entgeben","","","Verb","memberikan (ent-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entgeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'entgeben' berarti memberikan (melepaskan diri)."
"wort-4321","begeben","","","Verb","memberikan (be-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'begeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'begeben' berarti memberikan (mengenai objek)."
"wort-4322","zergeben","","","Verb","memberikan (zer-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'zergeben' berarti memberikan (menghancurkan)."
"wort-4323","wiedergeben","","","Verb","memberikan (wieder-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedergeben' sehr häufig: Sie gibt immer ihr Bestes.","Dalam bahasa Jerman kata 'wiedergeben' berarti memberikan (kembali/ulang)."
"wort-4324","ansehen","","","Verb","melihat (an-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ansehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'ansehen' berarti melihat (pada/ke)."
"wort-4325","absehen","","","Verb","melihat (ab-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'absehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'absehen' berarti melihat (mulai dari/melepaskan)."
"wort-4326","aufsehen","","","Verb","melihat (auf-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'aufsehen' berarti melihat (ke atas/terbuka)."
"wort-4327","aussehen","","","Verb","melihat (aus-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aussehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'aussehen' berarti melihat (keluar/dari)."
"wort-4328","beisehen","","","Verb","melihat (bei-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beisehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'beisehen' berarti melihat (pada/di dekat)."
"wort-4329","einsehen","","","Verb","melihat (ein-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'einsehen' berarti melihat (ke dalam/memasuki)."
"wort-4330","mitsehen","","","Verb","melihat (mit-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'mitsehen' berarti melihat (bersama/turut)."
"wort-4331","nachsehen","","","Verb","melihat (nach-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'nachsehen' berarti melihat (menuju/sesudah)."
"wort-4332","vorsehen","","","Verb","melihat (vor-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'vorsehen' berarti melihat (di depan/sebelum)."
"wort-4333","zusehen","","","Verb","melihat (zu-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zusehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'zusehen' berarti melihat (menutup/ke arah)."
"wort-4334","übersehen","","","Verb","melihat (über-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'übersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'übersehen' berarti melihat (melalui/melebihi)."
"wort-4335","untersehen","","","Verb","melihat (unter-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'untersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'untersehen' berarti melihat (di bawah)."
"wort-4336","versehen","","","Verb","melihat (ver-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'versehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'versehen' berarti melihat (proses perubahan)."
"wort-4337","entsehen","","","Verb","melihat (ent-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entsehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'entsehen' berarti melihat (melepaskan diri)."
"wort-4338","besehen","","","Verb","melihat (be-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'besehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'besehen' berarti melihat (mengenai objek)."
"wort-4339","zersehen","","","Verb","melihat (zer-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'zersehen' berarti melihat (menghancurkan)."
"wort-4340","wiedersehen","","","Verb","melihat (wieder-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiedersehen' sehr häufig: Wir sehen die Fortschritte täglich.","Dalam bahasa Jerman kata 'wiedersehen' berarti melihat (kembali/ulang)."
"wort-4341","anhören","","","Verb","mendengar (an-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'anhören' berarti mendengar (pada/ke)."
"wort-4342","abhören","","","Verb","mendengar (ab-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'abhören' berarti mendengar (mulai dari/melepaskan)."
"wort-4343","aufhören","","","Verb","mendengar (auf-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'aufhören' berarti mendengar (ke atas/terbuka)."
"wort-4344","aushören","","","Verb","mendengar (aus-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aushören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'aushören' berarti mendengar (keluar/dari)."
"wort-4345","beihören","","","Verb","mendengar (bei-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beihören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'beihören' berarti mendengar (pada/di dekat)."
"wort-4346","einhören","","","Verb","mendengar (ein-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'einhören' berarti mendengar (ke dalam/memasuki)."
"wort-4347","mithören","","","Verb","mendengar (mit-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mithören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'mithören' berarti mendengar (bersama/turut)."
"wort-4348","nachhören","","","Verb","mendengar (nach-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'nachhören' berarti mendengar (menuju/sesudah)."
"wort-4349","vorhören","","","Verb","mendengar (vor-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'vorhören' berarti mendengar (di depan/sebelum)."
"wort-4350","zuhören","","","Verb","mendengar (zu-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'zuhören' berarti mendengar (menutup/ke arah)."
"wort-4351","überhören","","","Verb","mendengar (über-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'überhören' berarti mendengar (melalui/melebihi)."
"wort-4352","unterhören","","","Verb","mendengar (unter-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'unterhören' berarti mendengar (di bawah)."
"wort-4353","verhören","","","Verb","mendengar (ver-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'verhören' berarti mendengar (proses perubahan)."
"wort-4354","enthören","","","Verb","mendengar (ent-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'enthören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'enthören' berarti mendengar (melepaskan diri)."
